src_port,dst_port,num_packets,total_bytes,avg_pkt_len,bytes_out,bytes_in,pss_0,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,iat_mean,iat_std,iat_min,iat_max,iat_cv,tls_version,num_ciphersuites,num_extensions,has_sni,analysis_confidence,is_malware,is_well_known_port,source_file
65102,8443,10,9848,984.8,4427,5421,908,973,643,1136,1372,899,1316,1139,188,1274,0.9172222222222223,0.5114801566212359,0.322,1.964,0.5576403888057084,1.3,5,6,1,0.7941645469348966,0,1,pcap_001.json
55262,993,13,12645,972.6923076923077,5883,6762,749,1162,1209,1252,938,848,310,1177,1025,1397,1.1489166666666668,0.8537605497965393,0.119,2.694,0.7431005002943694,1.3,5,6,1,0.0,0,1,pcap_001.json
34116,443,11,7838,712.5454545454545,3056,4782,800,1076,404,1284,1109,247,163,1250,99,925,1.2597,1.3266052201012928,0.075,3.626,1.0531120267534275,1.3,5,6,1,0.9393829144809227,0,1,pcap_001.json
10396,443,6,3670,611.6666666666666,1274,2396,434,1400,662,572,178,424,0,0,0,0,1.0986,1.4981600181556043,0.051,4.075,1.3636992701216133,1.2,5,6,1,0.0,0,1,pcap_001.json
36127,8443,14,7611,543.6428571428571,3577,4034,965,296,77,500,396,1221,1111,95,108,941,1.486076923076923,1.5331032611887092,0.051,4.905,1.0316446190513597,1.3,5,15,1,0.9574479421547895,0,1,pcap_001.json
18384,8443,14,11289,806.3571428571429,4904,6385,887,1211,676,1143,1128,752,1445,578,100,1282,1.1501538461538463,1.420553296655586,0.057,4.929,1.2350985056529304,0.0,0,0,0,0.8547489100796711,0,1,pcap_001.json
49482,8443,13,8695,668.8461538461538,5122,3573,156,154,853,683,961,186,724,414,543,907,0.9585833333333332,1.1361207725071407,0.043,4.194,1.1852081431005554,1.2,5,15,1,0.8225364202649179,0,1,pcap_001.json
18706,993,10,7249,724.9,2938,4311,612,1241,1143,805,935,727,86,658,162,880,0.7354444444444445,0.6043387775285409,0.018,1.674,0.821732738745561,0.0,0,0,0,0.8173106620928882,0,1,pcap_001.json
57912,443,8,6317,789.625,4126,2191,1011,91,1130,339,871,1131,1114,630,0,0,0.4787142857142857,0.2762233642159466,0.123,0.808,0.5770109070461433,1.3,5,15,1,0.762676539521141,0,1,pcap_001.json
7634,443,5,3633,726.6,2780,853,1028,427,456,426,1296,0,0,0,0,0,0.97,0.5516330301930804,0.415,1.847,0.5686938455598767,1.3,5,15,1,0.7776833390170578,0,1,pcap_001.json
12348,8443,5,3080,616.0,2803,277,930,183,1037,94,836,0,0,0,0,0,1.2185,0.5950165964071926,0.459,1.811,0.4883189137523124,1.3,5,15,1,0.8441785114081288,0,1,pcap_001.json
54835,8443,7,6199,885.5714285714286,3074,3125,1031,1033,1183,1390,509,702,351,0,0,0,0.6476666666666666,0.36931498149351527,0.115,1.182,0.5702238520229264,1.3,5,15,1,0.8468416604514355,0,1,pcap_001.json
63526,8443,14,10984,784.5714285714286,5639,5345,239,956,1311,1150,838,51,880,1178,145,885,0.9045384615384615,0.600225036694202,0.058,1.87,0.6635704972382538,1.3,5,6,1,0.9288217752185937,0,1,pcap_001.json
38162,8443,13,7303,561.7692307692307,4067,3236,365,128,389,126,1217,303,460,1032,43,1025,1.0342500000000001,0.6664603170232017,0.291,2.912,0.6443899608636225,1.3,5,6,1,0.7272773478662907,0,1,pcap_001.json
21181,995,8,4844,605.5,2754,2090,700,48,312,1071,1186,243,556,728,0,0,0.6804285714285714,0.4624023780039128,0.128,1.29,0.6795751933712765,1.3,5,15,1,0.7815114267790828,0,1,pcap_001.json
46972,443,10,6123,612.3,2809,3314,786,1431,589,859,627,384,735,208,72,432,0.9736666666666667,0.6007393592713715,0.21,2.321,0.6169866750476256,1.3,5,15,1,0.8529227070839593,0,1,pcap_001.json
36076,443,10,8057,805.7,3343,4714,592,1292,807,925,1264,1241,381,1122,299,134,0.6579999999999999,0.5125743306530717,0.116,1.649,0.7789883444575558,1.3,5,15,1,0.8036788652438986,0,1,pcap_001.json
7500,443,12,7569,630.75,3938,3631,927,454,1324,1022,618,202,234,398,466,525,0.8314545454545456,0.6990799620847602,0.076,2.652,0.8407915572854101,1.3,5,15,1,0.9449896039811143,0,1,pcap_001.json
25178,993,11,10430,948.1818181818181,6290,4140,726,646,1116,542,861,204,1133,1428,1369,1320,0.7638999999999999,0.7996933724872303,0.005,2.555,1.046856096985509,1.3,5,6,1,0.8572921024552272,0,1,pcap_001.json
11870,8443,9,6932,770.2222222222222,4711,2221,442,63,1119,218,832,1252,1000,688,1318,0,0.775625,0.547888204267075,0.047,1.689,0.7063828580397421,1.2,5,15,1,0.8622478252423404,0,1,pcap_001.json
64056,993,10,6297,629.7,2764,3533,342,477,872,801,506,714,177,267,867,1274,0.7654444444444444,0.5656127672437529,0.261,2.113,0.7389337937572618,1.3,5,15,1,0.7636029163513007,0,1,pcap_001.json
39736,995,5,2706,541.2,510,2196,63,785,364,1411,83,0,0,0,0,0,0.7557499999999999,0.6987525939128956,0.113,1.928,0.9245816657795509,1.2,5,15,1,0.8251373547558163,0,1,pcap_001.json
43242,993,6,3022,503.6666666666667,1904,1118,913,115,356,64,635,939,0,0,0,0,1.0646,0.9159132273310611,0.519,2.884,0.8603355507524526,0.0,0,0,0,0.7601661370370744,0,1,pcap_001.json
39161,443,6,4159,693.1666666666666,1458,2701,756,346,430,1232,272,1123,0,0,0,0,1.2106,0.8710943921298082,0.287,2.439,0.7195559161819001,1.3,5,6,1,0.8918198668177993,0,1,pcap_001.json
1451,443,14,10207,729.0714285714286,5015,5192,875,174,103,80,952,1173,407,1067,941,1458,0.5234615384615384,0.5555739396037793,0.015,2.187,1.0613462475898798,1.3,5,6,1,0.8280448630098801,0,1,pcap_001.json
14868,995,14,9348,667.7142857142857,6177,3171,1402,372,744,639,542,342,1101,686,1159,577,1.245,1.3788056146813892,0.002,4.839,1.1074743893023204,1.3,5,15,1,0.727536557751316,0,1,pcap_001.json
9654,993,10,6294,629.4,3827,2467,1343,305,952,724,533,715,705,589,294,134,1.146222222222222,0.7456868240127171,0.188,2.45,0.6505604319614633,1.2,5,6,1,0.9847525434632134,0,1,pcap_001.json
7577,993,9,4356,484.0,3245,1111,1178,298,338,600,336,166,1034,47,359,0,1.434625,0.8582544694756912,0.3,2.547,0.5982430736085675,1.3,5,15,1,0.739724844469763,0,1,pcap_001.json
52705,993,8,5817,727.125,2614,3203,537,709,260,1312,855,553,962,629,0,0,1.2378571428571428,1.5252286412742404,0.058,4.716,1.232152393412543,1.3,5,15,1,0.9329463861818672,0,1,pcap_001.json
27795,8443,13,8457,650.5384615384615,4873,3584,201,100,1134,505,1284,572,121,962,488,1177,1.3798333333333332,0.9612438845348017,0.104,3.613,0.6966376745028157,1.3,5,6,1,0.0,0,1,pcap_001.json
39749,995,9,7488,832.0,4286,3202,1387,214,1036,617,88,1403,1417,968,358,0,0.6655,0.5540011281576961,0.139,1.716,0.8324584946020979,1.2,5,6,1,0.8409566871517774,0,1,pcap_001.json
29475,995,11,6424,584.0,1888,4536,113,797,247,1284,370,810,293,859,371,786,1.0630000000000002,1.1222310813731724,0.086,3.732,1.0557206786201057,1.3,5,6,1,0.844889339479641,0,1,pcap_001.json
33857,993,7,7232,1033.142857142857,3641,3591,448,1436,1102,1031,674,1124,1417,0,0,0,1.1061666666666667,0.9076681509352535,0.032,2.712,0.8205527957829624,1.3,5,15,1,0.7184253595029364,0,1,pcap_001.json
51836,8443,7,7373,1053.2857142857142,4106,3267,357,1441,1250,1152,1060,674,1439,0,0,0,1.147,1.2706503584123106,0.121,3.014,1.107803276732616,1.3,5,6,1,0.0,0,1,pcap_001.json
55888,993,11,7992,726.5454545454545,4605,3387,902,388,619,321,862,992,1071,530,288,1156,1.024,1.5402597183592122,0.001,5.473,1.5041598812101682,1.3,5,15,1,0.8057972479292784,0,1,pcap_001.json
61301,995,12,6714,559.5,3813,2901,519,57,241,1429,358,305,814,452,440,321,1.0600909090909092,0.9897395850833651,0.117,3.846,0.9336365179587527,1.3,5,6,1,0.7487955288580211,0,1,pcap_001.json
26318,995,9,8673,963.6666666666666,4997,3676,1132,1149,632,1247,948,438,1356,842,929,0,0.63775,0.5359467674125855,0.024,1.598,0.8403712542729682,1.3,5,6,1,0.7950199394682484,0,1,pcap_001.json
61035,993,14,10897,778.3571428571429,5196,5701,955,1296,1245,1092,880,369,134,392,1023,1082,1.167769230769231,0.9545239775242104,0.152,3.73,0.8173909299660584,0.0,0,0,0,0.0,0,1,pcap_001.json
30897,443,11,5654,514.0,2704,2950,229,1068,701,454,382,692,362,350,609,386,0.8307,0.7424240095794317,0.041,1.967,0.8937330077999659,1.3,5,15,1,0.8620004776911949,0,1,pcap_001.json
52076,8443,8,4773,596.625,2072,2701,498,380,658,770,769,1094,147,457,0,0,1.0992857142857144,1.2064421973348762,0.027,3.444,1.0974782821759757,1.3,5,15,1,0.7572210514670573,0,1,pcap_001.json
56056,995,9,5713,634.7777777777778,2258,3455,521,976,437,1284,837,505,197,690,266,0,0.773625,0.3955508619318128,0.257,1.56,0.5112953458481988,1.3,5,15,1,0.9406039172768775,0,1,pcap_001.json
5298,8443,10,8969,896.9,4950,4019,779,1175,909,260,1388,1233,420,782,1454,569,1.056,0.6379315532772044,0.193,1.954,0.6041018496943223,1.3,5,15,1,0.8311330524144313,0,1,pcap_001.json
37599,443,14,7691,549.3571428571429,3406,4285,674,719,44,247,50,975,579,426,246,596,0.788923076923077,1.084364575474678,0.001,4.196,1.3744870788973103,1.3,5,15,1,0.9740455878111944,0,1,pcap_001.json
41436,993,12,7468,622.3333333333334,3427,4041,542,284,270,1238,1453,339,51,271,769,1057,0.5530909090909091,0.39124404254435147,0.053,1.277,0.7073774602215428,1.3,5,15,1,0.7396532667914781,0,1,pcap_001.json
57319,443,5,3284,656.8,1414,1870,107,712,298,1158,1009,0,0,0,0,0,0.40575,0.1566403124996883,0.186,0.556,0.3860512938994166,1.3,5,6,1,0.0,0,1,pcap_001.json
4023,993,11,7256,659.6363636363636,3863,3393,420,889,364,883,588,65,1071,572,1088,984,1.0028000000000001,0.9249653831360393,0.177,3.121,0.9223827115437168,1.3,5,15,1,0.9546534071258534,0,1,pcap_001.json
8995,8443,11,8250,750.0,5981,2269,1206,402,1340,337,273,66,656,358,1183,1106,1.267,1.09478290085295,0.182,3.364,0.8640749020149566,1.3,5,15,1,0.7506654916941478,0,1,pcap_001.json
62289,995,13,11924,917.2307692307693,6988,4936,633,1392,600,1374,1168,54,762,653,1108,370,0.953,0.6417712468889,0.111,2.068,0.6734220848781742,1.3,5,15,1,0.0,0,1,pcap_001.json
25533,8443,10,4692,469.2,2110,2582,66,725,424,259,603,135,867,1007,150,456,0.8115555555555556,0.6153113233895164,0.175,1.861,0.7581875562028543,1.3,5,15,1,0.8325369461358614,0,1,pcap_001.json
44163,443,5,3277,655.4,2130,1147,332,1064,691,83,1107,0,0,0,0,0,1.3679999999999999,0.7706857336164982,0.532,2.62,0.5633667643395455,1.3,5,15,1,0.7451679706310036,0,1,pcap_001.json
60658,995,14,9599,685.6428571428571,3874,5725,822,249,65,1374,1198,1219,186,59,946,440,1.0833076923076923,1.7624562573782074,0.146,6.811,1.6269212061291414,0.0,0,0,0,0.7035002812371791,0,1,pcap_001.json
63819,993,13,11798,907.5384615384615,7783,4015,1063,520,1228,743,773,403,1313,913,1038,548,1.00175,0.6949389811343151,0.241,2.364,0.6937249624500276,1.3,5,6,1,0.8930574762245707,0,1,pcap_001.json
43775,995,8,6410,801.25,3445,2965,1134,1193,559,662,574,566,1178,544,0,0,0.37485714285714294,0.31831180965095424,0.031,0.914,0.8491549800139784,1.2,5,15,1,0.0,0,1,pcap_001.json
63541,8443,10,8427,842.7,3066,5361,448,598,197,928,1298,1320,597,1110,526,1405,0.5645555555555556,0.4546762245112476,0.026,1.63,0.8053702067705626,1.3,5,15,1,0.0,0,1,pcap_001.json
34329,443,7,5218,745.4285714285714,3205,2013,830,458,903,1336,801,219,671,0,0,0,0.6111666666666667,0.33910539987181304,0.204,1.261,0.5548493043989304,1.3,5,15,1,0.8428755557901908,0,1,pcap_001.json
30709,8443,13,10876,836.6153846153846,5912,4964,931,1262,1218,1235,1052,46,575,255,1117,887,1.0224166666666668,1.257447113422889,0.037,4.934,1.2298773625458201,0.0,0,0,0,0.8483454963280896,0,1,pcap_001.json
50420,443,8,6376,797.0,4017,2359,1419,576,570,293,700,1405,1328,85,0,0,0.7050000000000001,0.7858549484478672,0.063,2.529,1.1146878701388185,1.3,5,15,1,0.0,0,1,pcap_001.json
31690,8443,12,7792,649.3333333333334,4472,3320,1444,550,726,1313,1378,342,373,401,136,55,0.8514545454545455,0.7805129273446189,0.103,2.786,0.9166818493263728,1.3,5,6,1,0.9843365313570906,0,1,pcap_001.json
16032,993,13,9410,723.8461538461538,5513,3897,410,117,687,1037,1321,479,785,805,768,819,1.1300833333333336,1.3952659518489259,0.019,4.298,1.2346575785109584,1.3,5,15,1,0.0,0,1,pcap_001.json
21347,993,10,7958,795.8,4211,3747,1317,815,585,1291,522,382,1242,390,545,869,1.4671111111111113,1.1856002178404026,0.361,4.349,0.808118900375918,1.2,5,15,1,0.8870228339208259,0,1,pcap_001.json
43626,8443,13,6486,498.9230769230769,4670,1816,152,189,619,360,571,531,1140,212,256,50,0.9892499999999999,0.7101409631192951,0.069,2.857,0.7178579359305486,1.3,5,15,1,0.8382047036382053,0,1,pcap_001.json
32947,8443,9,7412,823.5555555555555,4452,2960,499,1184,1080,544,1378,200,757,1032,738,0,1.0445000000000002,0.7463038925263623,0.125,2.458,0.7145082743191595,1.3,5,15,1,0.7327288678336721,0,1,pcap_001.json
2725,8443,11,6719,610.8181818181819,4173,2546,65,570,1169,285,948,965,829,211,1089,515,1.2029,0.8046363712882981,0.28,3.06,0.668913767801395,1.3,5,15,1,0.8037576284941121,0,1,pcap_001.json
22580,995,12,9222,768.5,4431,4791,745,659,816,248,716,1434,329,190,1416,894,0.8020909090909091,0.6854409933553003,0.03,1.949,0.8545677124456877,1.2,5,15,1,0.8775260110935363,0,1,pcap_001.json
55764,443,13,11242,864.7692307692307,6886,4356,958,1225,1414,553,404,620,867,1156,982,360,1.2530833333333333,0.7665227174643221,0.392,2.869,0.6117092910535257,1.3,5,15,1,0.978911118720186,0,1,pcap_001.json
44099,443,11,9641,876.4545454545455,5045,4596,689,136,1305,1090,1123,913,409,1165,646,1292,1.1595999999999997,0.8385190755134911,0.186,3.26,0.7231106204842113,1.2,5,6,1,0.7490401311219889,0,1,pcap_001.json
43169,443,7,4690,670.0,3924,766,1336,132,418,104,1087,530,1083,0,0,0,0.8126666666666665,1.1184369549609052,0.032,3.219,1.3762554819043136,1.2,5,15,1,0.0,0,1,pcap_001.json
46728,8443,9,5724,636.0,3897,1827,808,86,561,173,1381,725,390,843,757,0,1.39275,0.9189006679179204,0.097,3.216,0.6597743083237626,1.2,5,6,1,0.8088594326308027,0,1,pcap_001.json
27935,993,10,6660,666.0,2888,3772,890,989,529,584,971,698,50,435,448,1066,0.8662222222222222,0.7748289815290107,0.136,2.297,0.8944921541509872,1.2,5,15,1,0.8812923666026726,0,1,pcap_001.json
40494,8443,6,4537,756.1666666666666,2644,1893,1173,1024,318,470,1153,399,0,0,0,0,0.8613999999999999,0.6997046805617353,0.277,1.787,0.8122877647570644,1.3,5,15,1,0.712977915838609,0,1,pcap_001.json
15428,993,11,9124,829.4545454545455,5519,3605,607,1311,1412,396,1111,75,1067,1318,436,505,0.9248000000000001,0.5295724313066156,0.25,1.872,0.5726345494232434,1.3,5,6,1,0.707651249221606,0,1,pcap_001.json
58463,995,10,8503,850.3,3091,5412,619,333,552,1243,274,1400,578,1154,1068,1282,1.1688888888888886,0.8708722886909863,0.287,2.947,0.7450428325303117,0.0,0,0,0,0.7603271231926422,0,1,pcap_001.json
43866,443,13,7996,615.0769230769231,3436,4560,260,1180,1133,683,482,543,727,651,96,183,1.3985000000000003,1.6189824221817026,0.259,6.451,1.1576563619461582,1.3,5,6,1,0.7329073549119574,0,1,pcap_001.json
51265,8443,14,12148,867.7142857142857,6585,5563,207,143,559,1106,1273,870,1218,1025,1399,1006,1.0384615384615383,1.1703834095901169,0.011,4.301,1.1270358759015942,0.0,0,0,0,0.8992089508645477,0,1,pcap_001.json
60765,8443,9,6515,723.8888888888889,4072,2443,1293,349,1041,308,55,852,1375,934,308,0,0.48775,0.38394685504637227,0.008,1.111,0.7871796105512502,1.3,5,15,1,0.7172586083435525,0,1,pcap_001.json
32464,995,9,5210,578.8888888888889,2908,2302,803,855,1069,885,421,342,199,220,416,0,0.47225,0.4297574170389616,0.0,1.259,0.9100209995531214,1.3,5,6,1,0.774313927927831,0,1,pcap_001.json
8665,443,8,7218,902.25,3726,3492,1195,69,43,1300,1036,995,1452,1128,0,0,1.6007142857142858,1.294191387291221,0.299,3.856,0.8085086756839399,1.2,5,15,1,0.7022573513780004,0,1,pcap_001.json
44047,443,8,6077,759.625,3372,2705,1023,1364,1058,846,658,444,633,51,0,0,1.372142857142857,1.1261930091585326,0.197,3.124,0.8207549259874782,1.3,5,15,1,0.0,0,1,pcap_001.json
35536,443,8,6517,814.625,4284,2233,1367,667,598,130,899,595,1420,841,0,0,0.7155714285714286,0.8624097231665729,0.099,2.798,1.2052042447925753,0.0,0,0,0,0.7659401867163602,0,1,pcap_001.json
15663,993,11,12953,1177.5454545454545,7742,5211,1317,1254,1438,883,1110,514,1445,1156,1157,1404,1.1471,0.8487265107206208,0.034,3.088,0.7398888594896877,0.0,0,0,0,0.8917576811459411,0,1,pcap_001.json
4794,993,11,9216,837.8181818181819,5255,3961,723,1425,1272,778,1197,210,66,829,1172,719,0.5781000000000001,0.4230081441296373,0.143,1.457,0.7317214048255272,1.2,5,6,1,0.0,0,1,pcap_001.json
3964,8443,11,11451,1041.0,6082,5369,1452,603,1057,1108,835,1090,888,1125,672,1443,1.6024999999999998,1.1956823365760656,0.229,4.056,0.746135623448403,1.3,5,15,1,0.7677271225586468,0,1,pcap_001.json
56138,443,14,10088,720.5714285714286,4227,5861,1322,1018,319,335,723,1257,74,814,830,115,1.2795384615384615,0.9604818995118757,0.214,2.899,0.7506471500333284,1.3,5,15,1,0.9159350669109803,0,1,pcap_001.json
38341,443,14,9961,711.5,6826,3135,1291,659,1134,376,949,52,1017,214,280,1258,0.9659230769230771,0.9287608337944342,0.071,3.279,0.9615267053697254,1.2,5,6,1,0.7500566427416596,0,1,pcap_001.json
39509,443,6,2986,497.6666666666667,1415,1571,892,366,434,788,89,417,0,0,0,0,1.0424,0.5465658606243167,0.185,1.575,0.5243340949964664,1.3,5,6,1,0.9169669217183218,0,1,pcap_001.json
21162,443,7,7234,1033.4285714285713,5300,1934,1387,256,1361,373,1262,1305,1290,0,0,0,0.8568333333333333,0.6908553675617559,0.112,1.841,0.8062890887707713,1.3,5,6,1,0.9875851853211867,0,1,pcap_001.json
28790,443,6,5145,857.5,1810,3335,519,955,623,1170,668,1210,0,0,0,0,0.8109999999999999,0.5214909395186075,0.31,1.452,0.6430221202448921,1.3,5,6,1,0.7309022493356526,0,1,pcap_001.json
57235,443,12,10309,859.0833333333334,6806,3503,1336,1403,1328,205,1059,102,1384,261,665,235,1.1695454545454547,0.9355444077343285,0.082,3.557,0.7999213746659628,1.2,5,15,1,0.7730374750802556,0,1,pcap_001.json
17497,995,8,6097,762.125,2153,3944,388,933,442,1235,1000,1119,323,657,0,0,1.1427142857142856,1.1980432515786152,0.177,3.911,1.0484188974934752,1.2,5,15,1,0.911612891959549,0,1,pcap_001.json
4670,995,5,3897,779.4,1629,2268,736,1134,705,1134,188,0,0,0,0,0,1.23075,0.9010056534228851,0.057,2.343,0.7320785321331587,0.0,0,0,0,0.744803038499751,0,1,pcap_001.json
34918,443,9,6135,681.6666666666666,4258,1877,1396,146,569,973,745,254,383,504,1165,0,0.6316250000000001,0.5447207857012618,0.059,1.727,0.8624116931743704,1.3,5,6,1,0.7809001963818561,0,1,pcap_001.json
12049,993,6,5031,838.5,2748,2283,823,772,1424,1227,501,284,0,0,0,0,1.0692,1.2601414841199379,0.042,3.471,1.178583505536792,1.3,5,15,1,0.7488692466031633,0,1,pcap_001.json
56989,443,6,3165,527.5,1640,1525,147,54,244,904,1249,567,0,0,0,0,0.8128,0.6650965042758833,0.238,2.039,0.8182781794732816,1.3,5,15,1,0.9846579186317324,0,1,pcap_001.json
9295,993,5,4430,886.0,3631,799,1343,374,1131,425,1157,0,0,0,0,0,0.6985000000000001,0.2895,0.314,1.082,0.41445955619183955,1.3,5,6,1,0.0,0,1,pcap_001.json
58066,443,5,3827,765.4,1848,1979,1129,1001,665,978,54,0,0,0,0,0,0.8082499999999999,0.7872370592775724,0.0,1.781,0.9740019292020692,0.0,0,0,0,0.8363278279509396,0,1,pcap_001.json
36691,993,11,10928,993.4545454545455,5736,5192,1437,726,1319,1166,389,1430,824,959,864,911,1.166,0.791143097043765,0.347,2.954,0.678510374823126,1.2,5,6,1,0.7093117783397969,0,1,pcap_001.json
46544,995,6,1910,318.3333333333333,541,1369,434,607,60,433,47,329,0,0,0,0,1.057,1.1885034286866825,0.194,3.383,1.1244119476695198,0.0,0,0,0,0.9589108224810668,0,1,pcap_001.json
27391,443,7,3350,478.57142857142856,2237,1113,648,47,120,725,367,341,1102,0,0,0,0.6774999999999999,0.42793876119525953,0.151,1.469,0.6316439279634828,1.3,5,6,1,0.835073356694399,0,1,pcap_001.json
22433,993,9,6850,761.1111111111111,4563,2287,222,111,1236,765,1083,854,1228,557,794,0,1.02825,0.5997136295766505,0.213,2.098,0.5832371792624853,1.2,5,15,1,0.8706457313607632,0,1,pcap_001.json
14213,8443,6,5785,964.1666666666666,2851,2934,504,1102,1187,1346,1160,486,0,0,0,0,0.8380000000000001,0.5386408822211697,0.176,1.759,0.6427695491899399,1.2,5,15,1,0.8417460225866031,0,1,pcap_001.json
2152,993,5,3788,757.6,1590,2198,980,894,117,1304,493,0,0,0,0,0,0.11474999999999999,0.10670842281657057,0.024,0.291,0.9299208960049724,1.3,5,6,1,0.9083740822554514,0,1,pcap_001.json
60904,995,11,8440,767.2727272727273,4210,4230,1247,80,299,895,479,1025,175,1235,827,995,1.0202,0.8190800693460927,0.04,2.585,0.80286225185855,1.3,5,6,1,0.8420802084410096,0,1,pcap_001.json
37624,993,11,8338,758.0,3852,4486,599,1240,1448,1071,489,237,476,1441,666,497,0.5479,0.19548884878682976,0.021,0.781,0.3567965847542065,1.3,5,15,1,0.0,0,1,pcap_001.json
4323,8443,8,6959,869.875,3064,3895,795,636,666,1162,1425,795,178,1302,0,0,0.8115714285714286,0.4260653394367908,0.229,1.263,0.5249880964720183,0.0,0,0,0,0.7960520062407052,0,1,pcap_001.json
56444,443,5,3486,697.2,1357,2129,145,815,41,1314,1171,0,0,0,0,0,0.8672500000000001,0.5084158607872102,0.018,1.291,0.5862391015130702,1.3,5,6,1,0.9318778067895809,0,1,pcap_001.json
55686,995,8,7590,948.75,4114,3476,1222,1265,1076,1032,1363,425,453,754,0,0,1.0848571428571427,0.8547533359432546,0.138,2.605,0.7878948316569375,1.2,5,15,1,0.9386953834119953,0,1,pcap_001.json
11869,995,14,11842,845.8571428571429,5073,6769,481,706,514,541,1057,734,1140,1391,1086,757,1.6800000000000002,1.7990185786016346,0.042,5.816,1.0708443920247823,1.3,5,6,1,0.8067156723841681,0,1,pcap_001.json
42494,443,6,3780,630.0,2376,1404,600,831,1171,72,605,501,0,0,0,0,0.6096,0.5396560386023677,0.083,1.612,0.8852625305156949,1.2,5,6,1,0.9356122914514822,0,1,pcap_001.json
60823,8443,13,10291,791.6153846153846,6001,4290,1197,1406,353,608,871,55,1409,326,107,1019,1.0896666666666666,0.9756697130119848,0.008,3.691,0.895383646080133,1.2,5,15,1,0.7006208666101877,0,1,pcap_001.json
38804,995,5,4590,918.0,2562,2028,934,850,565,1178,1063,0,0,0,0,0,0.7145000000000001,0.5150002427183894,0.054,1.499,0.7207841045743727,1.3,5,15,1,0.0,0,1,pcap_001.json
37892,993,6,3948,658.0,2173,1775,1051,208,1039,263,83,1304,0,0,0,0,0.8725999999999999,0.5418418957592703,0.337,1.88,0.6209510609205482,1.2,5,15,1,0.7512594915528036,0,1,pcap_001.json
64791,995,6,6136,1022.6666666666666,3609,2527,1086,130,1422,1291,1101,1106,0,0,0,0,0.7392000000000001,0.333824744439354,0.424,1.369,0.4516027386896022,1.3,5,6,1,0.8944025555019217,0,1,pcap_001.json
59306,995,14,9860,704.2857142857143,5095,4765,135,1375,1006,469,576,126,1408,1033,861,976,0.5166153846153846,0.5855124696118827,0.001,2.424,1.1333624337335433,1.3,5,6,1,0.0,0,1,pcap_001.json
41298,8443,14,9778,698.4285714285714,4435,5343,195,471,186,108,914,943,593,1337,539,396,0.9179230769230767,0.7377952041817631,0.05,2.766,0.803765830416737,0.0,0,0,0,0.9223016153663585,0,1,pcap_001.json
41752,8443,11,10243,931.1818181818181,5712,4531,48,963,1091,66,1266,1093,1253,1052,1101,1357,1.084,0.7460230559439835,0.073,2.067,0.6882131512398372,0.0,0,0,0,0.7973781092158224,0,1,pcap_001.json
8394,995,13,9810,754.6153846153846,4944,4866,810,956,378,405,1282,1419,66,840,903,778,1.1584166666666667,1.51588595977915,0.173,5.887,1.3085843836666284,1.3,5,6,1,0.7860720594650332,0,1,pcap_001.json
26859,995,8,5873,734.125,2520,3353,110,937,1108,851,906,301,396,1264,0,0,0.965,0.6761931254139921,0.077,2.247,0.700718264677712,1.3,5,6,1,0.8374367306642456,0,1,pcap_001.json
62495,8443,10,5221,522.1,2349,2872,982,1410,76,224,411,384,117,303,763,551,1.3890000000000002,1.1056993764632008,0.144,3.277,0.7960398678640753,1.2,5,6,1,0.7882666571945698,0,1,pcap_001.json
12456,995,6,4606,767.6666666666666,2111,2495,183,829,698,876,1230,790,0,0,0,0,1.1672,0.6900595336635819,0.498,2.22,0.5912093331593402,1.3,5,15,1,0.0,0,1,pcap_001.json
40457,443,6,3667,611.1666666666666,1782,1885,1265,48,279,1023,238,814,0,0,0,0,0.27040000000000003,0.16568958929274946,0.014,0.533,0.612757356851884,1.3,5,6,1,0.0,0,1,pcap_001.json
60477,995,6,5482,913.6666666666666,2292,3190,867,1410,654,863,771,917,0,0,0,0,1.6828000000000003,1.0647905709575005,0.214,3.437,0.6327493290691112,1.2,5,6,1,0.0,0,1,pcap_001.json
23266,443,12,9590,799.1666666666666,4283,5307,898,409,607,1269,939,121,1256,1339,255,962,1.0366363636363636,0.8976705482654204,0.011,2.999,0.865945455662512,1.3,5,15,1,0.8398071204504671,0,1,pcap_001.json
3411,443,12,9492,791.0,4004,5488,1167,339,1431,800,81,1009,503,837,570,1336,0.6465454545454544,0.5069115690561572,0.031,1.783,0.7840308295300521,1.2,5,6,1,0.9750097203248063,0,1,pcap_001.json
12491,993,10,7239,723.9,3216,4023,1252,1363,134,452,498,509,1136,1084,196,615,0.9491111111111111,0.8638864951735326,0.008,2.488,0.9102058600517201,1.2,5,15,1,0.7732050462895915,0,1,pcap_001.json
41199,993,11,8867,806.0909090909091,5175,3692,1306,874,545,714,754,1286,1007,657,346,161,1.2565,0.7525518254578882,0.44,3.093,0.5989270397595609,1.2,5,15,1,0.9810797761857009,0,1,pcap_001.json
40333,443,11,9889,899.0,5088,4801,475,399,673,1285,631,793,1350,1360,783,964,0.923,0.7892716895974415,0.039,2.777,0.8551155900297308,1.3,5,15,1,0.7313623232777876,0,1,pcap_001.json
45623,995,5,4565,913.0,2678,1887,1033,938,1107,949,538,0,0,0,0,0,1.554,1.0012874212732328,0.519,2.69,0.6443290999184252,1.3,5,6,1,0.9192161952412898,0,1,pcap_001.json
